"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3287386,"August 15, 2025",Michigan,Kalamazoo,"N Rose St and Norway Ave",0,1,0,0,0,N/A
3287968,"August 15, 2025","North Carolina",Raleigh,"2600 Rock Quarry Rd",0,0,0,0,0,N/A
3287958,"August 15, 2025",Florida,Casselberry,"4700 S US Hwy 17 92",0,1,0,0,0,N/A
3287955,"August 15, 2025","North Carolina",Asheboro,"Watkins St",0,1,0,0,1,N/A
3287940,"August 15, 2025","North Carolina",Fayetteville,"1900 block of Poplar Dr",1,0,0,0,1,N/A
3287933,"August 15, 2025","North Carolina",Charlotte,"300 block of E Trade St",0,1,0,0,0,N/A
3287929,"August 15, 2025",California,Fairfield,"Webster St",1,0,0,0,0,N/A
3287925,"August 15, 2025",Ohio,Columbus,"100 block of N Princeton Ave",0,1,0,0,0,N/A
3287920,"August 15, 2025",California,Pleasanton,"4600 block of Helpert Ct",1,0,0,0,1,N/A
3287760,"August 15, 2025",Ohio,Columbus,"600 block of Raleigh Dr",1,0,0,0,1,N/A
3288119,"August 15, 2025",Florida,Pensacola,"Melody Ln and Market St",0,1,0,0,1,N/A
3287348,"August 15, 2025","North Carolina",Durham,"900 block of Wadesboro St",0,1,0,0,0,N/A
3288522,"August 15, 2025",Maine,Calais,"Union St",0,1,0,0,0,N/A
3287334,"August 15, 2025",Massachusetts,Boston,"River St",0,1,0,0,0,N/A
3287886,"August 15, 2025","South Carolina",Conway,"1221 16th Ave",0,1,0,0,0,N/A
3287882,"August 15, 2025",Missouri,"Saint Louis","N Taylor Ave and Garfield Ave",1,0,0,0,0,N/A
3287872,"August 15, 2025",Pennsylvania,Philadelphia,"N Woodstock St and W Diamond St",1,0,0,0,0,N/A
3287867,"August 15, 2025","South Carolina",Edgefield,"Walnut St and Rosa Hill St",0,1,0,2,1,N/A
3287861,"August 15, 2025",Pennsylvania,Philadelphia,"5500 block of Poplar St",0,1,0,0,0,N/A
3287417,"August 15, 2025",Michigan,Detroit,"16000 block of Eastwood St",1,0,0,0,0,N/A
3288434,"August 15, 2025",Ohio,Columbus,"Brentnell Ave",0,1,0,0,0,N/A
3288117,"August 15, 2025",Illinois,Joliet,"7000-block of Hadrian Dr",0,0,1,0,0,N/A
3287742,"August 15, 2025",Ohio,Beachwood,"23220 Chagrin Blvd",0,1,0,0,1,N/A
3287579,"August 15, 2025",Ohio,Struthers,"400 block of Spring St",1,0,0,0,0,N/A
3288384,"August 15, 2025",Georgia,Lindale,"Circle Dr",0,1,0,0,1,N/A
3287810,"August 15, 2025",Maryland,Baltimore,"1700 block of N Gay St",0,1,0,0,0,N/A
3288375,"August 15, 2025",Georgia,Albany,"2000 block of Lennox St",0,1,0,0,0,N/A
3287344,"August 15, 2025",Maine,Windham,"Roosevelt Trail and Landing Rd",1,0,1,0,0,N/A
3287790,"August 15, 2025",California,"Moreno Valley","13000 block of Day St",1,0,0,0,1,N/A
3287786,"August 15, 2025","New York",Syracuse,"100 block of W Newell St",0,1,0,0,0,N/A
3287572,"August 15, 2025","New York",Rochester,"Mazda Ter",1,0,0,0,0,N/A
3288322,"August 15, 2025",Colorado,Aurora,"17201 E Walsh Way",0,1,0,0,0,N/A
3287229,"August 15, 2025",Illinois,Chicago,"5100 block of S Wabash Ave",0,1,0,0,0,N/A
3287227,"August 15, 2025",Illinois,Robbins,"3700 block of Maxey Ct",1,0,0,0,0,N/A
3288296,"August 15, 2025","New York","West Babylon","11th St",0,1,0,0,0,N/A
3287223,"August 15, 2025",Illinois,Chicago,"5100 block of S Wood St",1,0,0,0,0,N/A
3287773,"August 15, 2025",Illinois,Marion,"W Cline St",0,1,0,0,0,N/A
3287856,"August 15, 2025",Pennsylvania,Philadelphia,"N Broad St and W GirardAve",0,0,1,0,0,N/A
3287852,"August 15, 2025",Pennsylvania,"York (West York)","50 S Highland Ave",1,1,0,0,0,N/A
3288268,"August 15, 2025",Ohio,Oakwood,"7000 block of Macedonia Rd",0,1,0,0,0,N/A
3287913,"August 15, 2025",Hawaii,Paia,"300 Baldwin Avenue",1,0,0,1,1,N/A
3288224,"August 15, 2025",Texas,Cypress,"20900 block of Ochre Willow Trl",1,0,0,0,0,N/A
3287692,"August 15, 2025",Texas,Laredo,"W Olive St and Valencia Ave",0,0,1,0,0,N/A
3288217,"August 15, 2025",Texas,"Port Arthur","3300 block of 18th St",0,1,0,0,0,N/A
3287568,"August 15, 2025","New York","Staten Island","William Ave and Hylan Blvd",0,0,1,0,0,N/A
3288196,"August 14, 2025",Georgia,Brunswick,"3900 Newcastle St",0,1,0,0,3,N/A
3287077,"August 14, 2025",Virginia,Arlington,"2500 block of S Adams St",0,1,0,0,0,N/A
3287329,"August 14, 2025",California,"Yuba City","850 B St",0,0,0,0,1,N/A
3287614,"August 14, 2025","New York",Herkimer,"129 N Main St",0,1,0,0,1,N/A
3287660,"August 14, 2025","New York",Rochester,"Spencer St",0,0,0,1,1,N/A
3286940,"August 14, 2025",Michigan,Shelby,"4000 block of E Buchanan Rd",1,0,0,0,1,N/A
3287544,"August 14, 2025",Georgia,Norcross,"5025 Georgia Belle Ct",0,0,0,0,1,N/A
3287007,"August 14, 2025",Minnesota,Anoka,"3399 Colfax Ave",1,0,0,0,0,N/A
3287538,"August 14, 2025",Georgia,Macon,"204 Chambers Cove Dr",0,1,0,0,0,N/A
3287536,"August 14, 2025",Georgia,Macon,"500 block of Willingham Ct",0,1,0,0,0,N/A
3286963,"August 14, 2025","New York","New York (Manhattan)","210 Stanton St",0,1,0,0,0,N/A
3287502,"August 14, 2025",Ohio,Lima,"400 block of N Baxter St",0,1,0,0,0,N/A
3287280,"August 14, 2025",Wisconsin,Milwaukee,"N 29th St and W Burleigh St",0,1,0,0,0,N/A
3287463,"August 14, 2025",Florida,Sanford,"800 Marbella Ln",1,0,0,0,1,N/A
3287441,"August 14, 2025",Florida,Miami,"4940 NW 7th Ave",0,1,0,0,1,N/A
3287432,"August 14, 2025",Florida,Miami,"1037 NW 81st St",0,0,0,0,1,N/A
3286796,"August 14, 2025",Alabama,Daphne,"9433 Sable Ct",3,0,1,0,0,N/A
3286985,"August 14, 2025",California,Sacramento,"1400 13th Ave",1,0,0,0,0,N/A
3286752,"August 14, 2025",Florida,Miami,"700 block of NW 155th Ln",1,0,0,0,1,N/A
3286916,"August 14, 2025",California,"Santa Rosa","930 Keegan Dr",0,0,1,0,0,N/A
3287407,"August 14, 2025",Florida,Pensacola,"Shell Rd and Cascade Dr",0,0,0,1,0,N/A
3287393,"August 14, 2025",Washington,Seattle,"51st Ave SW and SW Admiral Wy",0,1,0,0,0,N/A
3286825,"August 14, 2025",Florida,Tampa,"2924 N 50th St",0,1,0,0,0,N/A
3286808,"August 14, 2025",Florida,Tampa,"4201 Kenneth Ct",1,0,0,0,1,N/A
3288009,"August 14, 2025",Indiana,"East Chicago","3612 Superior Ct",1,0,0,0,0,N/A
3287382,"August 14, 2025",California,"Los Angeles","Branford St and Arleta Ave",0,0,0,1,0,N/A
3287981,"August 14, 2025",Colorado,Greeley,"2201 23rd Ave",1,0,0,0,0,N/A
3287974,"August 14, 2025",Texas,Rusk,"376 N Main St",0,1,0,0,0,N/A
3287972,"August 14, 2025",Pennsylvania,Philadelphia,"1400 block of N Lawrence St",0,1,0,0,0,N/A
3287151,"August 14, 2025",Pennsylvania,Philadelphia,"600 block of W Huntingdon St",1,0,0,0,0,N/A
3287364,"August 14, 2025",California,Pomona,"200 block of W Grove St",0,2,0,0,0,N/A
3287362,"August 14, 2025",California,"Los Angeles","Imperial Hwy and Avalon Blvd",0,1,0,0,0,N/A
3286761,"August 14, 2025","North Carolina",Lumberton,"Lovette Rd and Chicken Foot Rd",0,1,0,0,0,N/A
3286759,"August 14, 2025","North Carolina","Connelly Springs",N/A,0,0,0,1,1,N/A
3286965,"August 14, 2025","North Carolina","Rocky Mount","300 block of Baber Ct",0,1,0,0,1,N/A
3286730,"August 14, 2025",Louisiana,"New Orleans","2100 block of Decatur St",1,0,0,0,0,N/A
3286572,"August 14, 2025",Illinois,Carpentersville,"1200 block of Navajo Dr",0,3,0,0,2,N/A
